刑事附带民事	赔偿	NA	审理交通肇事犯罪引发的民事赔偿纠纷应严格按照刑事附带民事诉讼模式解决。

恐怖主义	立法	NA	我国关于恐怖主义犯罪的刑事立法应从以下几个方面进行完善 :将恐怖主义犯罪作为“危害公共安全罪”章中的一节加以规定 ;对于恐怖主义犯罪所涉及之罪都应当附加财产刑 ;增设劫持人质罪 ;增设非法邮寄危险物质罪 ;增加规定对恐怖主义犯罪减免刑罚的特别情节。

刑法	法定化	NA	从而指出将被害人过错在故意杀人罪中量刑法定化的必要性。

判处死刑	故意杀人罪	NA	杀害英雄薛玉涛的犯罪嫌凝人以故意杀人罪被一审判处死刑。

判处死刑	故意杀人罪	NA	【案情】被告人李德东因犯故意杀人罪被判处死刑。

判处死刑	故意杀人罪	NA	近日被湖南省高级人民法院以故意杀人罪一审判处死刑。

判处死刑	故意杀人罪	NA	经我院审理、核准判处死刑的故意杀人罪犯。

判处死刑	故意杀人罪	NA	被告人袁福宝被以故意杀人罪判处死刑。

法律性质	构成要件	NA	交通肇事逃逸行为的构成要件必须具备一定的认识因素和目的要素;交通肇事可按不同的标准用二分法分成四类;认定交通肇事后逃逸行为的法律性质既不能离开其先前的交通肇事行为而孤立地进行分析。

特定性	危害公共安全罪	NA	如何正确地把握危害公共安全罪的不特定性就是一个关键的问题。

特定性	危害公共安全罪	NA	危害公共安全罪的本质特征在于侵犯对象的不特定性。

特定性	危害公共安全罪	NA	从另外一个角度重新解读危害公共安全罪中的“不特定性”。

特定性	危害公共安全罪	NA	本文拟就危害公共安全罪的不特定性略陈管见。

特定性	危害公共安全罪	NA	 危害公共安全罪侵犯对象的不特定性。

我国刑法	刑法分则	NA	我国刑法分则专章规定了危害公共安全罪。

抢劫罪	故意杀人罪	NA	如有只定抢劫罪或故意杀人罪一罪的。

抢劫罪	故意杀人罪	NA	上海金山区人民检察院以涉嫌抢劫罪、故意杀人罪(未遂)批准逮捕了犯罪嫌疑人江盼。

抢劫罪	故意杀人罪	NA	也有分别定抢劫罪和故意杀人罪两罪而实行数罪并罚的。

抢劫罪	故意杀人罪	NA	疑犯朱文博由检察机关以抢劫罪和故意杀人罪起诉。

犯罪构成	罪刑法定	NA	通过重新配置故意杀人罪的现行刊罚以实现尊重、保障和发展人权之刑法目的;通过典型化现行故意杀人罪中的情节较轻、增加故意杀人罪典型的加重情节从而实现罪刑均衡;通过明确设定故意杀人罪的加重或者减轻的犯罪构成从而实现罪刑法定。

逃逸	过失	NA	能圆满解决诸多疑难:不存在共同过失犯;《关于审理交通肇事刑事案件具体应用法律若干问题的解释》未侵犯立法权;逃逸无需独立成罪。

致人死亡罪	被告人	NA	因而认定被告人成立过失致人死亡罪。

致人死亡罪	被告人	NA	法庭宣布一审判决:被告人肖昌勇犯过失致人死亡罪。

致人死亡罪	被告人	NA	是由于黄岩检察院对被告人以过失致人死亡罪向法院提起诉讼。

遗弃	故意杀人罪	NA	指使者相应构成遗弃罪或故意杀人罪的教唆犯。

遗弃	故意杀人罪	NA	对肇事者无须另以遗弃罪或不作为的故意杀人罪定罪处罚。

遗弃	故意杀人罪	NA	还涉及到不作为的故意杀人罪与 (移置 )遗弃罪的界分。

遗弃	故意杀人罪	NA	交通肇事逃逸致人死亡的法定刑对本来还构成的遗弃罪或者不作为的故意杀人罪一并作了刑罚评价。

遗弃	故意杀人罪	NA	交通肇事逃逸致人死亡的法定刑对本来还构成的遗弃罪或者不作为的故意杀人罪一并作了刑罚评价。

遗弃	故意杀人罪	NA	肇事者还可能构成遗弃罪或不作为的故意杀人罪。

遗弃	故意杀人罪	NA	义务的扶养性、义务程度的紧迫性是遗弃罪与以遗弃方式实施的不作为的故意杀人罪的主要区别。

入户抢劫	公共交通工具	NA	会议对当前办理抢劫犯罪案件中如何认定“户”、“入户”、“当场”、“抢劫对象”、“转化型入户抢劫”、“盗窃引发故意杀人、故意伤害”、“抢劫数额”、“在公共交通工具上抢劫”等8个方面的问题进行了深入探讨。

入户抢劫	公共交通工具	NA	会议对当前办理抢劫犯罪案件中如何认定“户”、“入户”、“当场”、“抢劫对象”、“转化型入户抢劫”、“盗窃引发故意杀人、故意伤害”、“抢劫数额”、“在公共交通工具上抢劫”等8个方面的问题进行了深入探讨。

刑事责任	故意伤害罪	NA	应当以故意伤害罪追究被告人的刑事责任。

交通肇事罪	当事人	NA	在是否构成交通肇事罪和如何追究当事人的刑事责任等方面。

轻伤	结果加重犯	NA	宜将故意伤害(致死)罪理解为故意伤害(轻伤)罪的二重的结果加重犯。

致人死亡	过失	NA	因而认定被告人成立过失致人死亡罪。

致人死亡	过失	NA	一审法院以“故意杀人罪”判处李德才死刑;二审法院以“过失致人死亡罪”改判其有期徒刑5年。

致人死亡	过失	NA	一审法院以“故意杀人罪”判处李德才死刑;二审法院以“过失致人死亡罪”改判其有期徒刑5年。

致人死亡	过失	NA	此案经过数次审理均被认定为过失致人死亡罪。

致人死亡	过失	NA	应分别情况以抢夺罪与过失致人重伤罪、过失致人死亡罪的想象竟合犯论。

致人死亡	过失	NA	阐明了以殴打故意致人死亡的只能认定为过失致人死亡罪 ;根据共同犯罪的原理 。

致人死亡	过失	NA	其具体罪名为过失致人死亡罪或者过失致人重伤罪;反之。

交通肇事罪	司法解释	NA	司法解释规定指使者与受指使逃逸的交通肇事者构成交通肇事罪的共犯。

交通肇事罪	司法解释	NA	但此修正案并没有对交通肇事罪立法和司法解释的诸多悖论进行全面的完善。

交通肇事罪	司法解释	NA	最高人民法院的有关司法解释修改了现行刑法中的交通肇事罪的成立要件。

交通肇事罪	司法解释	NA	从刑法分则对交通肇事罪的规定和最高人民法院关于交通肇事罪的司法解释来看。

交通肇事罪	司法解释	NA	交通肇事罪的司法解释规定指使肇事者逃逸的以共犯论处。

疑难问题	研究	NA	研究和探讨故意杀人案件的疑难问题。

间接故意	认定	NA	此种认定方法将间接故意伤害中间形态的伤害结果与最终的死亡结果一起进行重复评价。

二审	有期徒刑	NA	一审法院以“故意杀人罪”判处李德才死刑;二审法院以“过失致人死亡罪”改判其有期徒刑5年。

二审	有期徒刑	NA	一审法院以“故意杀人罪”判处李德才死刑;二审法院以“过失致人死亡罪”改判其有期徒刑5年。

正当防卫	故意伤害罪	NA	出租车司机的行为是见义勇为、正当防卫或者防卫过当还是犯了故意伤害罪。

无期徒刑	贩卖毒品	NA	周小明因贩卖毒品罪被判处无期徒刑哈尔铁路公安处个省市30多个地名涉案嫌疑犯的纷因毒品案告一段落。

被告人	裁判	NA	【裁判摘要】被告人的行为虽构成故意伤害罪。

四川省	抢劫罪	NA	一个被指控犯有故意杀人抢劫罪而被判处死刑的四川省平武县农行响岩镇营业所信贷员。

交通肇事	责任认定	NA	交通肇事罪法定刑的设置;逃逸行为应属定罪情节还是加重情节;逃逸行为与责任认定;肇事后逃逸的情形下可否成立自首等问题都值得理论界思考。

交通肇事	责任认定	NA	交通肇事中关于事故责任认定中的推定有着诸多不合理性。

国家工作人员	妨害公务罪	NA	均构成暴力干涉婚姻自由罪、妨害公务罪与故意伤害罪、故意杀人罪之间的想象竞合犯;国家工作人员利用职务上便利骗取3000元财物的。

国家工作人员	妨害公务罪	NA	均构成暴力干涉婚姻自由罪、妨害公务罪与故意伤害罪、故意杀人罪之间的想象竞合犯;国家工作人员利用职务上便利骗取3000元财物的。

中级人民法院	抢劫	NA	北京市第一中级人民法院以故意伤害罪和抢劫罪。

诉讼制度	刑事诉讼法	NA	《刑法》和《刑事诉讼法》对故意伤害罪三类的情况分别确定了相应的量刑幅度和诉讼制度。

刑法	贩卖毒品罪	NA	则应认定走私、贩卖毒品罪(罪名排列以刑法条文规定的顺序为准)。

刑法	贩卖毒品罪	NA	发现司法机关在处理贩卖毒品罪时并没有严格遵循罪刑法定原则和法定量刑准则。

刑法	贩卖毒品罪	NA	我国刑法中贩卖毒品罪的本质应该界定为对于不特定多数人生命、健康的危险。

刑法	贩卖毒品罪	NA	一概视为贩卖毒品罪违背了罪刑法定原则。

婚姻	父亲	NA	这个因为婚姻之事而殴打自己父亲的逆子被来宾市兴宾区人民检察院以涉嫌故意伤害罪批准逮捕。

犯罪构成	罪量	NA	而张教授的观点存在两个方面的缺陷 :一是可能混同放火犯罪与故意杀人罪之间在犯罪构成上的区别 ;二是可能导致定罪量刑上的不统一。

非法拘禁罪	故意伤害罪	NA	重庆市第五中级人民法院依法对岳村等40人涉黑案进行了一审判决:被告人岳村犯组织、领导黑社会性质组织罪、故意杀人罪、故意伤害罪、敲诈勒索罪、非法拘禁罪、非法经营罪等12项犯罪数罪并罚。

非法拘禁罪	故意伤害罪	NA	重庆市第五中级人民法院依法对岳村等40人涉黑案进行了一审判决:被告人岳村犯组织、领导黑社会性质组织罪、故意杀人罪、故意伤害罪、敲诈勒索罪、非法拘禁罪、非法经营罪等12项犯罪数罪并罚。

非法拘禁罪	故意伤害罪	NA	而司法者在黑砖窑案中实际适用故意伤害罪和非法拘禁罪法条的做法在法理上又说不通。

非法拘禁罪	故意伤害罪	NA	寻衅滋事罪的四种表现形式:“随意殴打”型、“追逐辱骂”型、“强拿损毁”型、“起哄闹事”型可分别为故意伤害罪、非法拘禁罪、侮辱罪、抢劫罪、故意毁坏财物罪、聚众扰乱公共场所秩序、交通秩序罪等所吸纳。

非法拘禁罪	故意伤害罪	NA	寻衅滋事罪的四种表现形式:“随意殴打”型、“追逐辱骂”型、“强拿损毁”型、“起哄闹事”型可分别为故意伤害罪、非法拘禁罪、侮辱罪、抢劫罪、故意毁坏财物罪、聚众扰乱公共场所秩序、交通秩序罪等所吸纳。

交通肇事罪	共同犯罪	NA	对交通肇事罪的构成及共同犯罪问题进行了分析并提出自己的观点。

具体应用	最高人民法院审判委员会	hierarchical	最高人民法院审判委员会出台了《关于审理交通肇事刑事案件具体应用法律若干问题的解释》 。

检察院	父亲	NA	这个因为婚姻之事而殴打自己父亲的逆子被来宾市兴宾区人民检察院以涉嫌故意伤害罪批准逮捕。

检察院	父亲	NA	北京市海淀区人民检察院批捕了一起因子女阻拦父亲再婚引发的故意伤害案。

正当防卫	防卫过当	NA	出租车司机的行为是见义勇为、正当防卫或者防卫过当还是犯了故意伤害罪。

刑事责任	平等	NA	这一规定从实质上改变了《刑法》第133条对交通肇事罪客观要件内容的规定;违反了民事责任和刑事责任不得相互转换的法律原理;并且与《刑法》第4条所规定的刑法面前人人平等原则相冲突。

法院	案情	NA	案情简介: 2004年3月林某因涉嫌故意伤害罪被某区人民法院一审判处有期徒刑五年。

致人死亡	罪过形式	NA	交通肇事罪的“因逃逸致人死亡”的罪过形式一直是学界存有争议的问题。

逃逸	情节加重犯	NA	应将“交通运输肇事后逃逸”罪名化的原因有二:一是刑法第133条将“交通运输肇事后逃逸”设置为交通肇事罪情节加重犯并不合理。

故意伤害罪	重伤	NA	致人重伤和死亡或者故意杀人的以故意伤害罪、杀人罪处罚。

故意伤害罪	重伤	NA	致人重伤和死亡或者故意杀人的以故意伤害罪、杀人罪处罚。

故意伤害罪	重伤	NA	对致人重伤、死亡一方的首要分子、直接致害人以及其他积极参加者都应以故意伤害罪或故意杀人罪定罪处罚;对被重伤、死亡一方的首要分子和其他积极参加者。

故意伤害罪	重伤	NA	对致人重伤、死亡一方的首要分子、直接致害人以及其他积极参加者都应以故意伤害罪或故意杀人罪定罪处罚;对被重伤、死亡一方的首要分子和其他积极参加者。

故意伤害罪	重伤	NA	故意伤害罪中的重伤未遂。

故意伤害罪	重伤	NA	《刑法》第294条第3款规定的其他犯罪行为不应当包括敲诈勒索罪、聚众斗殴罪、寻衅滋事罪和故意伤害罪(故意伤害致人死亡或者以特别残忍手段致人重伤造成严重残疾的除外)。

故意伤害罪	重伤	NA	《刑法》第294条第3款规定的其他犯罪行为不应当包括敲诈勒索罪、聚众斗殴罪、寻衅滋事罪和故意伤害罪(故意伤害致人死亡或者以特别残忍手段致人重伤造成严重残疾的除外)。

故意伤害罪	重伤	NA	可将故意伤害罪分为三类:故意伤害(轻伤)罪、故意伤害(重伤)罪和故意伤害(致死)罪。

构成要件	危害结果	NA	轻伤作为故意伤害罪构成要件的危害结果。

案件	最高人民法院	NA	最高人民法院《关于审理交通肇事刑事案件具体应用法律若干问题的解释》将交通事故责任规定为认定交通肇事罪的成立条件。

犯罪	故意杀人罪	NA	故意杀人罪是最为严重的暴力犯罪。

犯罪	故意杀人罪	NA	重点分析了故意杀人罪与刑法分则第三章中其他造成人员死亡的有关犯罪的区别。

犯罪	故意杀人罪	NA	故意杀人罪是最典型的有被害人的犯罪。

犯罪	故意杀人罪	NA	通过重新配置故意杀人罪的现行刊罚以实现尊重、保障和发展人权之刑法目的;通过典型化现行故意杀人罪中的情节较轻、增加故意杀人罪典型的加重情节从而实现罪刑均衡;通过明确设定故意杀人罪的加重或者减轻的犯罪构成从而实现罪刑法定。

犯罪	故意杀人罪	NA	上海金山区人民检察院以涉嫌抢劫罪、故意杀人罪(未遂)批准逮捕了犯罪嫌疑人江盼。

犯罪	故意杀人罪	NA	认为我国应该完善故意杀人罪这种情况复杂、侵害法益严重、不同的处罚后果差别重大的犯罪的罪状描述。

妨害	公务	NA	本案的争议焦点在于被告人的行为究竟是故意杀人罪还是妨害公务罪。

犯罪构成	定罪量刑	NA	而张教授的观点存在两个方面的缺陷 :一是可能混同放火犯罪与故意杀人罪之间在犯罪构成上的区别 ;二是可能导致定罪量刑上的不统一。

刑事政策	利益	NA	此规定的积极意义在于以被害人利益为导向的刑事政策 ;符合现代刑法的谦抑原则 ;符合对交通肇事罪刑事政策的发展趋势 ;符合过失损毁财物不负刑事责任的刑法基本原理 ;暗合了恢复性司法的精神。

逃逸	共犯	NA	司法解释规定指使者与受指使逃逸的交通肇事者构成交通肇事罪的共犯。

逃逸	共犯	NA	设立交通肇事逃逸罪是合理的;交通肇事逃逸中的共同犯罪宜定为交通肇事逃逸罪的共犯。

逃逸	共犯	NA	交通肇事罪的司法解释规定指使肇事者逃逸的以共犯论处。

案件	应用	NA	审判实践中应严格按照最高人民法院《关于审理破坏公用电信设施刑事案件具体应用法律若干问题的解释》(以下简称《解释》)中列举规定的危害公共安全和严重后果的具体情形进行定罪和量刑。

抢劫犯罪	公共交通工具	NA	会议对当前办理抢劫犯罪案件中如何认定“户”、“入户”、“当场”、“抢劫对象”、“转化型入户抢劫”、“盗窃引发故意杀人、故意伤害”、“抢劫数额”、“在公共交通工具上抢劫”等8个方面的问题进行了深入探讨。

抢劫犯罪	公共交通工具	NA	会议对当前办理抢劫犯罪案件中如何认定“户”、“入户”、“当场”、“抢劫对象”、“转化型入户抢劫”、“盗窃引发故意杀人、故意伤害”、“抢劫数额”、“在公共交通工具上抢劫”等8个方面的问题进行了深入探讨。

检察机关	故意伤害罪	NA	检察机关以涉嫌故意伤害罪将逍遥法外19年之久的凶手批准逮捕。

检察机关	故意伤害罪	NA	检察机关以滥用职权罪、故意伤害罪对刘德级等人立案侦查。

交通肇事	危害公共安全	NA	来决定以交通肇事罪定罪还是以危险方法危害公共安全罪定罪。

交通肇事	危害公共安全	NA	来决定以交通肇事罪定罪还是以危险方法危害公共安全罪定罪。

交通肇事	危害公共安全	NA	交通肇事罪和以危险方法危害公共安全罪同属《刑法》分则第2章危害公共安全罪的具体罪名。

交通肇事	危害公共安全	NA	交通肇事罪和以危险方法危害公共安全罪同属《刑法》分则第2章危害公共安全罪的具体罪名。

交通肇事	危害公共安全	NA	一、危险驾驶行为的主观罪过形式分类近期所发生的醉酒驾车、无技术驾驶、飙车等危险驾驶行为引起的最大的争论就在于行为人是构成交通肇事罪还是以危险方法危害公共安全罪。

交通肇事	危害公共安全	NA	一、危险驾驶行为的主观罪过形式分类近期所发生的醉酒驾车、无技术驾驶、飙车等危险驾驶行为引起的最大的争论就在于行为人是构成交通肇事罪还是以危险方法危害公共安全罪。

交通肇事	危害公共安全	NA	一、危险驾驶行为的主观罪过形式分类近期所发生的醉酒驾车、无技术驾驶、飙车等危险驾驶行为引起的最大的争论就在于行为人是构成交通肇事罪还是以危险方法危害公共安全罪。

交通肇事	危害公共安全	NA	以危险方法危害公共安全罪与交通肇事罪的区别主要在于犯罪主观方面的不同。

交通肇事	危害公共安全	NA	以危险方法危害公共安全罪与交通肇事罪的区别主要在于犯罪主观方面的不同。

醉酒驾车	交通肇事	NA	一、危险驾驶行为的主观罪过形式分类近期所发生的醉酒驾车、无技术驾驶、飙车等危险驾驶行为引起的最大的争论就在于行为人是构成交通肇事罪还是以危险方法危害公共安全罪。

醉酒驾车	交通肇事	NA	一、危险驾驶行为的主观罪过形式分类近期所发生的醉酒驾车、无技术驾驶、飙车等危险驾驶行为引起的最大的争论就在于行为人是构成交通肇事罪还是以危险方法危害公共安全罪。

醉酒驾车	交通肇事	NA	一、危险驾驶行为的主观罪过形式分类近期所发生的醉酒驾车、无技术驾驶、飙车等危险驾驶行为引起的最大的争论就在于行为人是构成交通肇事罪还是以危险方法危害公共安全罪。

醉酒驾车	交通肇事	NA	对于大部分的醉酒驾车连续冲撞致多人伤亡的行为应以交通肇事罪论处。

交通肇事罪	刑事责任	NA	这一规定从实质上改变了《刑法》第133条对交通肇事罪客观要件内容的规定;违反了民事责任和刑事责任不得相互转换的法律原理;并且与《刑法》第4条所规定的刑法面前人人平等原则相冲突。

交通肇事罪	刑事责任	NA	此规定的积极意义在于以被害人利益为导向的刑事政策 ;符合现代刑法的谦抑原则 ;符合对交通肇事罪刑事政策的发展趋势 ;符合过失损毁财物不负刑事责任的刑法基本原理 ;暗合了恢复性司法的精神。

交通肇事罪	刑事责任	NA	一般应以交通肇事罪追究行为人的刑事责任。

交通肇事罪	刑事责任	NA	在是否构成交通肇事罪和如何追究当事人的刑事责任等方面。

过失	监督过失	NA	该条并不是单位主管人员等人因监督过失而构成交通肇事罪的排他性规定。

量刑情节	犯罪行为	NA	故意杀人等犯罪行为只是考虑适用死刑的一个量刑情节。

自诉	和解	NA	刑事和解的近期方案的设计可以以刑事自诉与交通肇事案件的调解制度为背景。

具体应用	最高人民法院	hierarchical	审判实践中应严格按照最高人民法院《关于审理破坏公用电信设施刑事案件具体应用法律若干问题的解释》(以下简称《解释》)中列举规定的危害公共安全和严重后果的具体情形进行定罪和量刑。

具体应用	最高人民法院	hierarchical	最高人民法院《关于审理交通肇事刑事案件具体应用法律若干问题的解释》将交通事故责任规定为认定交通肇事罪的成立条件。

邪教组织	故意杀人罪	NA	邪教组织人员相约自杀中的组织者、策划者构成故意杀人罪 ;组织和利用邪教组织、散布迷信邪说 。

邪教组织	故意杀人罪	NA	应构成故意杀人罪 ;邪教组织人员以自焚、自爆或者其他方法危害公共安全的 。

邪教组织	故意杀人罪	NA	应构成故意杀人罪 ;邪教组织人员以自焚、自爆或者其他方法危害公共安全的 。

被告人	附带民事诉讼	hierarchical	先后完成了对交通肇事罪、刑事附带民事诉讼、被告人翻供和刑事简易程序四个专题的研究。

行为人	寻衅滋事罪	NA	确定寻衅滋事罪的具体保护法益;寻衅滋事罪具有补充性质;行为人所实施的不同类型的数次行为。

最高人民法院	具体应用	NA	审判实践中应严格按照最高人民法院《关于审理破坏公用电信设施刑事案件具体应用法律若干问题的解释》(以下简称《解释》)中列举规定的危害公共安全和严重后果的具体情形进行定罪和量刑。

最高人民法院	具体应用	NA	最高人民法院《关于审理交通肇事刑事案件具体应用法律若干问题的解释》将交通事故责任规定为认定交通肇事罪的成立条件。

危害结果	构成要件	NA	轻伤作为故意伤害罪构成要件的危害结果。

人民法院	黑社会	NA	河南省周口市中级人民法院依法公开宣判了孔刚等35人组织领导参加黑社会性质组织罪、故意杀人罪、故意伤害罪、聚众斗殴罪、寻衅滋事罪、故意毁坏财物罪、非法持有枪支罪案。

人民法院	黑社会	NA	河南省周口市中级人民法院依法公开宣判了孔刚等35人组织领导参加黑社会性质组织罪、故意杀人罪、故意伤害罪、聚众斗殴罪、寻衅滋事罪、故意毁坏财物罪、非法持有枪支罪案。

人民法院	黑社会	NA	河南省周口市中级人民法院依法公开宣判了孔刚等35人组织领导参加黑社会性质组织罪、故意杀人罪、故意伤害罪、聚众斗殴罪、寻衅滋事罪、故意毁坏财物罪、非法持有枪支罪案。

恢复性司法	刑事政策	NA	此规定的积极意义在于以被害人利益为导向的刑事政策 ;符合现代刑法的谦抑原则 ;符合对交通肇事罪刑事政策的发展趋势 ;符合过失损毁财物不负刑事责任的刑法基本原理 ;暗合了恢复性司法的精神。

交通肇事罪	因逃逸致人死亡	NA	交通肇事罪因逃逸致人死亡是指行为人在交通肇事后为逃避法律追究而逃跑。

交通肇事罪	因逃逸致人死亡	NA	因逃逸致人死亡的死亡结果可以理解为交通肇事罪的构成要件。

交通肇事罪	因逃逸致人死亡	NA	交通肇事罪的“因逃逸致人死亡”的罪过形式一直是学界存有争议的问题。

交通肇事罪	因逃逸致人死亡	NA	“因逃逸致人死亡的”是新刑法增设的对交通肇事罪加重处罚的情节。

交通肇事罪	因逃逸致人死亡	NA	在立法者将“因逃逸致人死亡”作为交通肇事罪的加重处罚情节予以规定的情况下。

交通肇事罪	因逃逸致人死亡	NA	把交通肇事罪中的“因逃逸致人死亡”理解为“逃逸过程中再生事故致人死亡”。

故意杀人罪	寻衅滋事罪	NA	河南省周口市中级人民法院依法公开宣判了孔刚等35人组织领导参加黑社会性质组织罪、故意杀人罪、故意伤害罪、聚众斗殴罪、寻衅滋事罪、故意毁坏财物罪、非法持有枪支罪案。

故意杀人罪	寻衅滋事罪	NA	河南省周口市中级人民法院依法公开宣判了孔刚等35人组织领导参加黑社会性质组织罪、故意杀人罪、故意伤害罪、聚众斗殴罪、寻衅滋事罪、故意毁坏财物罪、非法持有枪支罪案。

故意杀人罪	寻衅滋事罪	NA	河南省周口市中级人民法院依法公开宣判了孔刚等35人组织领导参加黑社会性质组织罪、故意杀人罪、故意伤害罪、聚众斗殴罪、寻衅滋事罪、故意毁坏财物罪、非法持有枪支罪案。

故意	犯罪	NA	故意杀人罪是最为严重的暴力犯罪。

故意	犯罪	NA	认为我国应该完善故意杀人罪这种情况复杂、侵害法益严重、不同的处罚后果差别重大的犯罪的罪状描述。

贩卖毒品	罪刑法定	NA	发现司法机关在处理贩卖毒品罪时并没有严格遵循罪刑法定原则和法定量刑准则。

贩卖毒品	罪刑法定	NA	一概视为贩卖毒品罪违背了罪刑法定原则。

抢劫	开庭审理	NA	饶平县人民法院公开开庭审理了一起寻衅滋事、非法拘禁、抢劫案。

教唆犯	实行过限	NA	共同故意伤害的实行犯、教唆犯、帮助犯的实行过限分别承担不同责任。

行为人	主观罪过形式	NA	一、危险驾驶行为的主观罪过形式分类近期所发生的醉酒驾车、无技术驾驶、飙车等危险驾驶行为引起的最大的争论就在于行为人是构成交通肇事罪还是以危险方法危害公共安全罪。

行为人	主观罪过形式	NA	一、危险驾驶行为的主观罪过形式分类近期所发生的醉酒驾车、无技术驾驶、飙车等危险驾驶行为引起的最大的争论就在于行为人是构成交通肇事罪还是以危险方法危害公共安全罪。

行为人	主观罪过形式	NA	一、危险驾驶行为的主观罪过形式分类近期所发生的醉酒驾车、无技术驾驶、飙车等危险驾驶行为引起的最大的争论就在于行为人是构成交通肇事罪还是以危险方法危害公共安全罪。

被告人	致人死亡	NA	因而认定被告人成立过失致人死亡罪。

被告人	致人死亡	NA	法庭宣布一审判决:被告人肖昌勇犯过失致人死亡罪。

被告人	致人死亡	NA	是由于黄岩检察院对被告人以过失致人死亡罪向法院提起诉讼。

最高人民法院	刑事案件	hierarchical	审判实践中应严格按照最高人民法院《关于审理破坏公用电信设施刑事案件具体应用法律若干问题的解释》(以下简称《解释》)中列举规定的危害公共安全和严重后果的具体情形进行定罪和量刑。

最高人民法院	刑事案件	hierarchical	最高人民法院《关于审理交通肇事刑事案件具体应用法律若干问题的解释》将交通事故责任规定为认定交通肇事罪的成立条件。

诉讼	翻供	NA	先后完成了对交通肇事罪、刑事附带民事诉讼、被告人翻供和刑事简易程序四个专题的研究。

若干问题	刑事案件	hierarchical	审判实践中应严格按照最高人民法院《关于审理破坏公用电信设施刑事案件具体应用法律若干问题的解释》(以下简称《解释》)中列举规定的危害公共安全和严重后果的具体情形进行定罪和量刑。

若干问题	刑事案件	hierarchical	最高人民法院《关于审理交通肇事刑事案件具体应用法律若干问题的解释》将交通事故责任规定为认定交通肇事罪的成立条件。

高级人民法院	无期徒刑	NA	四川省高级人民法院以危害公共安全罪改判孙伟铭无期徒刑。

无期徒刑	妻子	NA	以犯故意杀人罪判处刘承玥、李光死刑;康健(被害人的妻子)犯故意杀人罪判处无期徒刑;康壮(被害人的妻弟)被判处有期徒刑5年。

交通肇事	认定	NA	其中主体的认定和交通肇事后逃逸案件的定性问题最为突出。

交通肇事	认定	NA	在《意见》中规定交通肇事后报案并接受处理的情形不认定自首;交通肇事逃逸后向有关机关。

交通肇事	认定	NA	最高人民法院《关于审理交通肇事刑事案件具体应用法律若干问题的解释》将交通事故责任规定为认定交通肇事罪的成立条件。

交通肇事	认定	NA	故酒精含量的检验不应成为认定交通肇事酒后驾驶的唯一证据。

交通肇事	认定	NA	《解释》涉及了交通肇事罪认定和处罚的若干具体问。

交通肇事	认定	NA	就应认定为自首;将交通肇事后符合自首条件的行为认定为自首。

危害公共安全	刑事案件	NA	审判实践中应严格按照最高人民法院《关于审理破坏公用电信设施刑事案件具体应用法律若干问题的解释》(以下简称《解释》)中列举规定的危害公共安全和严重后果的具体情形进行定罪和量刑。

非法持有	吸毒者	NA	分别以贩卖毒品罪、非法持有毒品罪或者非罪定性处理;对吸毒者已经吸食、注射之毒品不得再计入非法持有毒品的数量之中。

伤害罪	刑法	NA	《刑法》第294条第3款规定的其他犯罪行为不应当包括敲诈勒索罪、聚众斗殴罪、寻衅滋事罪和故意伤害罪(故意伤害致人死亡或者以特别残忍手段致人重伤造成严重残疾的除外)。

伤害罪	刑法	NA	《刑法》第294条第3款规定的其他犯罪行为不应当包括敲诈勒索罪、聚众斗殴罪、寻衅滋事罪和故意伤害罪(故意伤害致人死亡或者以特别残忍手段致人重伤造成严重残疾的除外)。

伤害罪	刑法	NA	不是寻衅滋事罪的主观要素;刑法理论与司法实践不应过分注重寻衅滋事罪与故意伤害罪、敲诈勒索罪、故意毁坏财物罪的区别。

伤害罪	刑法	NA	不是寻衅滋事罪的主观要素;刑法理论与司法实践不应过分注重寻衅滋事罪与故意伤害罪、敲诈勒索罪、故意毁坏财物罪的区别。

伤害罪	刑法	NA	《刑法》和《刑事诉讼法》对故意伤害罪三类的情况分别确定了相应的量刑幅度和诉讼制度。

中级法院	死刑	NA	北京市第二中级法院一审以故意杀人罪判处吴江死刑。

诈骗罪	敲诈勒索罪	NA	重庆市荣昌县黑老大陈明因犯组织、领导黑社会性质组织罪、故意伤害罪、诈骗罪、贩卖毒品罪、敲诈勒索罪、寻衅滋事罪、开设赌场罪。

诈骗罪	敲诈勒索罪	NA	重庆市荣昌县黑老大陈明因犯组织、领导黑社会性质组织罪、故意伤害罪、诈骗罪、贩卖毒品罪、敲诈勒索罪、寻衅滋事罪、开设赌场罪。

诈骗罪	敲诈勒索罪	NA	重庆市荣昌县黑老大陈明因犯组织、领导黑社会性质组织罪、故意伤害罪、诈骗罪、贩卖毒品罪、敲诈勒索罪、寻衅滋事罪、开设赌场罪。

见死不救	故意杀人	NA	“见死不救”的行为符合故意杀人罪的客观要件。

